id,title,authors,citation_issue,pdf_filename,published_at,slug,type,url
534,Reading (in/and) Miranda,Katherine Bode,22.3,reading-inand-miranda-katherine-bode-22-3.pdf,2006-05-01,reading-inand-miranda,essay,https://www.australianliterarystudies.com.au/articles/reading-inand-miranda
535,Fresh Light on A. G. Stephens as Editor of Barcroft Boake’s Works,W. F. Refshauge,22.3,fresh-light-on-a-w-f-refshauge-22-3.pdf,2006-05-01,fresh-light-on-a-g-stephens-as-editor-of-barcroft-boakes-works,essay,https://www.australianliterarystudies.com.au/articles/fresh-light-on-a-g-stephens-as-editor-of-barcroft-boakes-works
536,Becoming Native : Australian Novelists and the New Zealand Wars,Lydia Wevers,22.3,becoming-native-australian-lydia-wevers-22-3.pdf,2006-05-01,becoming-native-australian-novelists-and-the-new-zealand-wars,essay,https://www.australianliterarystudies.com.au/articles/becoming-native-australian-novelists-and-the-new-zealand-wars
537,The Age of Appreciation : Reading and Teaching Classic Literature in Australia in the Early Twentieth Century,Patrick Buckridge,22.3,the-age-of-appreciation-patrick-buckridge-22-3.pdf,2006-05-01,the-age-of-appreciation-reading-and-teaching-classic-literature-in-australia-in-the-early-twentieth-century,essay,https://www.australianliterarystudies.com.au/articles/the-age-of-appreciation-reading-and-teaching-classic-literature-in-australia-in-the-early-twentieth-century
538,"Review of *Transcultural Graffiti: Diasporic Writing and the Teaching of Literary Studies*, by Russell West-Pavlov.",Kate Douglas,22.3,review-by-kate-douglas-22-3.pdf,2006-05-01,review-by-kate-douglas,review,https://www.australianliterarystudies.com.au/articles/review-by-kate-douglas
539,Review of *Marcus Clarke's Bohemia* by Andrew McCan,Nicholas Birns,22.3,review-by-nicholas-birns-22-3.pdf,2006-05-01,review-by-nicholas-birns,review,https://www.australianliterarystudies.com.au/articles/review-by-nicholas-birns
540,‘Where the Dead Men Lie’,W. F. Refshauge,22.3,where-the-dead-men-w-f-refshauge-22-3.pdf,2006-05-01,where-the-dead-men-lie,essay,https://www.australianliterarystudies.com.au/articles/where-the-dead-men-lie
541,Review by Dianne Kirkby,Dianne Kirkby,10.4,review-by-dianne-kirkby-10-4.pdf,1982-10-01,review-by-dianne-kirkby1,review,https://www.australianliterarystudies.com.au/articles/review-by-dianne-kirkby1
542,Facts and Fiction: Revaluing Helen Simpson’s ‘Boomerang’,K. A. McKenzie,10.4,facts-and-fiction-revaluing-k-a-mckenzie-10-4.pdf,1982-10-01,facts-and-fiction-revaluing-helen-simpsons-boomerang,essay,https://www.australianliterarystudies.com.au/articles/facts-and-fiction-revaluing-helen-simpsons-boomerang
543,Review by Craig Munro,Craig Munro,10.4,review-by-craig-munro-10-4.pdf,1982-10-01,review-by-craig-munro,review,https://www.australianliterarystudies.com.au/articles/review-by-craig-munro
544,A.G. Stephens’s ‘Bookfellow’ in New Zealand,Brian Kiernan,16.2,ag-stephenss-bookfellow-in-brian-kiernan-16-2.pdf,1993-10-01,ag-stephenss-bookfellow-in-new-zealand,essay,https://www.australianliterarystudies.com.au/articles/ag-stephenss-bookfellow-in-new-zealand
545,"Review of Aspects of Australian Culture, ed. Joost Dalder and Michele Fryar, and Australia, Special Editor L. A. C. Dobrez",Laurie Hergenhan,11.2,review-by-laurie-hergenhan-11-2.pdf,1983-10-01,review-by-laurie-hergenhan12345,review,https://www.australianliterarystudies.com.au/articles/review-by-laurie-hergenhan12345
546,‘Deadly’ Work : Reading the Short Fiction of Archie Weller,Janine Little,16.2,deadly-work-reading-janine-little-16-2.pdf,1993-10-01,deadly-work-reading-the-short-fiction-of-archie-weller,essay,https://www.australianliterarystudies.com.au/articles/deadly-work-reading-the-short-fiction-of-archie-weller
547,"Starting a Journal : ALS, Hobart 1963 : James McAuley, A D Hope and Geoffrey Dutton",Laurie Hergenhan,19.4,starting-a-journal-laurie-hergenhan-19-4.pdf,2000-10-01,starting-a-journal-als-hobart-1963-james-mcauley-a-d-hope-and-geoffrey-dutton,essay,https://www.australianliterarystudies.com.au/articles/starting-a-journal-als-hobart-1963-james-mcauley-a-d-hope-and-geoffrey-dutton
548,Xavier Herbert,Harry Payne Heseltine,12.1,xavier-herbert-harry-payne-heseltine-12-1.pdf,1985-05-01,xavier-herbert,essay,https://www.australianliterarystudies.com.au/articles/xavier-herbert
549,Fact and Fiction : The Scissors and Paste Job,Nigel Krauth,12.1,fact-and-fiction-nigel-krauth-12-1.pdf,1985-05-01,fact-and-fiction-the-scissors-and-paste-job,essay,https://www.australianliterarystudies.com.au/articles/fact-and-fiction-the-scissors-and-paste-job
550,The Poetry of Les Murray,John Barnie,12.1,the-poetry-of-les-john-barnie-12-1.pdf,1985-05-01,the-poetry-of-les-murray,essay,https://www.australianliterarystudies.com.au/articles/the-poetry-of-les-murray
551,Kipling’s Visit and the Early Reception of His Books in Australia (1889-1900),Gerhard Stilz,12.1,kiplings-visit-and-the-gerhard-stilz-12-1.pdf,1985-05-01,kiplings-visit-and-the-early-reception-of-his-books-in-australia-1889-1900,essay,https://www.australianliterarystudies.com.au/articles/kiplings-visit-and-the-early-reception-of-his-books-in-australia-1889-1900
552,Review by W. M. Maidment,W. M. Maidment,12.1,review-by-w-m-maidment-12-1.pdf,1985-05-01,review-by-w-m-maidment1,review,https://www.australianliterarystudies.com.au/articles/review-by-w-m-maidment1
553,Annual Bibliography of Studies in Australian Literature : 1984,"Marianne Ehrhardt, Margaret Waugh",12.1,annual-bibliography-of-studies-12-1.pdf,1985-05-01,annual-bibliography-of-studies-in-australian-literature-1984,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-1984
554,Review by Ken A. Stewart,Ken A. Stewart,16.2,review-by-ken-a-stewart-16-2.pdf,1993-10-01,review-by-ken-a-stewart1,review,https://www.australianliterarystudies.com.au/articles/review-by-ken-a-stewart1
555,Reading Men Like Signboards : The Egalitarian Semiotic of ‘Such is Life’,Ivor Indyk,12.3,reading-men-like-signboards-ivor-indyk-12-3.pdf,1986-05-01,reading-men-like-signboards-the-egalitarian-semiotic-of-such-is-life,essay,https://www.australianliterarystudies.com.au/articles/reading-men-like-signboards-the-egalitarian-semiotic-of-such-is-life
556,Rufus Dawes and Changing Narrative Perspectives in His Natural Life,Avis G. McDonald,12.3,rufus-dawes-and-changing-avis-g-mcdonald-12-3.pdf,1986-05-01,rufus-dawes-and-changing-narrative-perspectives-in-his-natural-life,essay,https://www.australianliterarystudies.com.au/articles/rufus-dawes-and-changing-narrative-perspectives-in-his-natural-life
557,Lawler’s Demythologizing of the Doll : Kid Stakes and Other Times,Joy W. Hooton,12.3,lawlers-demythologizing-of-the-joy-w-hooton-12-3.pdf,1986-05-01,lawlers-demythologizing-of-the-doll-kid-stakes-and-other-times,essay,https://www.australianliterarystudies.com.au/articles/lawlers-demythologizing-of-the-doll-kid-stakes-and-other-times
558,A Patrick White Sketch,Joy W. Hooton,12.3,a-patrick-white-sketch-joy-w-hooton-12-3.pdf,1986-05-01,a-patrick-white-sketch,essay,https://www.australianliterarystudies.com.au/articles/a-patrick-white-sketch
559,Annual Bibliography of Studies in Australian Literature : 1985,"",12.3,annual-bibliography-of-studies-12-3.pdf,1986-05-01,annual-bibliography-of-studies-in-australian-literature-1985,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-1985
560,Careering Poetry,Clive Faust,8.2,careering-poetry-clive-faust-8-2.pdf,1977-10-01,careering-poetry,essay,https://www.australianliterarystudies.com.au/articles/careering-poetry
561,Bushed,Bruce A. Clunies Ross,16.2,review-by-bruce-a-clunies-ross-16-2.pdf,1993-10-01,bushed,review,https://www.australianliterarystudies.com.au/articles/bushed
562,A Johnsonian Moral,John Edgar Byrne,21.1,a-johnsonian-moral-john-edgar-byrne-21-1.pdf,2003-05-01,a-johnsonian-moral,essay,https://www.australianliterarystudies.com.au/articles/a-johnsonian-moral
563,‘Some Presence Inevitably Shows through’ : Harold Stewart’s Haiku Versions,Greg McLaren,22.4,some-presence-inevitably-shows-greg-mclaren-22-4.pdf,2006-10-01,some-presence-inevitably-shows-through-harold-stewarts-haiku-versions,essay,https://www.australianliterarystudies.com.au/articles/some-presence-inevitably-shows-through-harold-stewarts-haiku-versions
564,Burglary in Shady Hill and Sarsaparilla : The Politics of Conformity in White and Cheever,Lars Andersson,22.4,burglary-in-shady-hill-lars-andersson-22-4.pdf,2006-10-01,burglary-in-shady-hill-and-sarsaparilla-the-politics-of-conformity-in-white-and-cheever,essay,https://www.australianliterarystudies.com.au/articles/burglary-in-shady-hill-and-sarsaparilla-the-politics-of-conformity-in-white-and-cheever
565,‘Unexpected Effects’ : Marked Men in Contemporary Australian Women’s Fiction,Katherine Bode,22.4,unexpected-effects-marked-katherine-bode-22-4.pdf,2006-10-01,unexpected-effects-marked-men-in-contemporary-australian-womens-fiction,essay,https://www.australianliterarystudies.com.au/articles/unexpected-effects-marked-men-in-contemporary-australian-womens-fiction
566,Ada Cambridge and the First Thirty Years,"Margaret Bradstock, Louise Wakeling",14.3,ada-cambridge-and-the-margaret-bradstock-louise-wakeling-14-3.pdf,1990-05-01,ada-cambridge-and-the-first-thirty-years,essay,https://www.australianliterarystudies.com.au/articles/ada-cambridge-and-the-first-thirty-years
567,"Catherine Martin, Writer : Her Life and Ideas",Margaret Allen,13.2,catherine-martin-writer-margaret-allen-13-2.pdf,1987-10-01,catherine-martin-writer-her-life-and-ideas,essay,https://www.australianliterarystudies.com.au/articles/catherine-martin-writer-her-life-and-ideas
568,"Review of Telling Stories: Australian Life and Literature, edited by Tanya Dalziell and Paul Genoni.",Leigh Dale,28.3,review-by-leigh-dale-28-3.pdf,2013-10-01,untitled,review,https://www.australianliterarystudies.com.au/articles/untitled
569,Review of The Experimental Fiction of Murray Bail by Michael Ackland.,Bronwyn Lacken,28.3,review-by-bronwyn-lacken-28-3.pdf,2013-10-01,untitled1,review,https://www.australianliterarystudies.com.au/articles/untitled1
570,Review by Ken A. Stewart,Ken A. Stewart,14.4,review-by-ken-a-stewart-14-4.pdf,1990-10-01,review-by-ken-a-stewart12,review,https://www.australianliterarystudies.com.au/articles/review-by-ken-a-stewart12
571,"The Penguin and the Man-O’-War Hawk : Joseph Furphy’s Critical Reputation, 1903-1947",Robert Darby,13.2,the-penguin-and-the-robert-darby-13-2.pdf,1987-10-01,the-penguin-and-the-man-o-war-hawk-joseph-furphys-critical-reputation-1903-1947,essay,https://www.australianliterarystudies.com.au/articles/the-penguin-and-the-man-o-war-hawk-joseph-furphys-critical-reputation-1903-1947
572,Reopening the Case of Ada Cambridge,Patricia Barton,13.2,reopening-the-case-of-patricia-barton-13-2.pdf,1987-10-01,reopening-the-case-of-ada-cambridge,essay,https://www.australianliterarystudies.com.au/articles/reopening-the-case-of-ada-cambridge
573,From Rowcroft to White : Australian Fiction in Sweden,Henry Segerstrom,7.4,from-rowcroft-to-white-henry-segerstrom-7-4.pdf,1976-10-01,from-rowcroft-to-white-australian-fiction-in-sweden,essay,https://www.australianliterarystudies.com.au/articles/from-rowcroft-to-white-australian-fiction-in-sweden
574,Poetry and Prose Broadsheet,Jurgis Janavicius,8.2,poetry-and-prose-broadsheet-jurgis-janavicius-8-2.pdf,1977-10-01,poetry-and-prose-broadsheet,essay,https://www.australianliterarystudies.com.au/articles/poetry-and-prose-broadsheet
575,Response to Judith Wright,Philip Mead,19.4,untitled-philip-mead-19-4.pdf,2000-10-01,untitled12,essay,https://www.australianliterarystudies.com.au/articles/untitled12
576,"Review of *A.D. Hope: Selected Poetry and Prose*, *The Double Looking Glass: New and Classic Essays on the Poetry of A.D. Hope*, and *Lost Angry Penguins: D.B. Kerr and P.G. Pfeiffer: A Path to the Wind*",Jeffrey Poacher,19.4,review-by-jeffrey-poacher-19-4.pdf,2000-10-01,reviews,review,https://www.australianliterarystudies.com.au/articles/reviews
577,"Review of *Jean Devanny: Romantic Revolutionary*, by Carole Ferrier.",Susan Sheridan,19.4,review-by-susan-sheridan-19-4.pdf,2000-10-01,review-by-susan-sheridan1,review,https://www.australianliterarystudies.com.au/articles/review-by-susan-sheridan1
578,Review by Cecil Hadgraft,Cecil Hadgraft,12.1,review-by-cecil-hadgraft-12-1.pdf,1985-05-01,review-by-cecil-hadgraft123,review,https://www.australianliterarystudies.com.au/articles/review-by-cecil-hadgraft123
579,Review by Craig Munro,Craig Munro,11.2,review-by-craig-munro-11-2.pdf,1983-10-01,review-by-craig-munro1,review,https://www.australianliterarystudies.com.au/articles/review-by-craig-munro1
580,The Dismissal of Chris Brennan from the University of Sydney,Margaret Kerr,7.4,the-dismissal-of-chris-margaret-kerr-7-4.pdf,1976-10-01,the-dismissal-of-chris-brennan-from-the-university-of-sydney,essay,https://www.australianliterarystudies.com.au/articles/the-dismissal-of-chris-brennan-from-the-university-of-sydney
581,New Light on Barbara Baynton,Sally Krimmer,7.4,new-light-on-barbara-sally-krimmer-7-4.pdf,1976-10-01,new-light-on-barbara-baynton,essay,https://www.australianliterarystudies.com.au/articles/new-light-on-barbara-baynton
582,The Cult of the Author,Susan Lever,16.2,review-by-susan-lever-16-2.pdf,1993-10-01,the-cult-of-the-author,review,https://www.australianliterarystudies.com.au/articles/the-cult-of-the-author
583,Louisa Lawson’s ‘The Australian Bush-Woman’ – A Source for ‘The Drover’s Wife’ and ‘Water them Geraniums’?,Elaine J Zinkhan,10.4,louisa-lawsons-the-australian-elaine-j-zinkhan-10-4.pdf,1982-10-01,louisa-lawsons-the-australian-bush-woman-a-source-for-the-drovers-wife-and-water-them-geraniums,essay,https://www.australianliterarystudies.com.au/articles/louisa-lawsons-the-australian-bush-woman-a-source-for-the-drovers-wife-and-water-them-geraniums
584,Jack Lindsay,Bernard Smith,11.2,jack-lindsay-bernard-smith-11-2.pdf,1983-10-01,jack-lindsay,essay,https://www.australianliterarystudies.com.au/articles/jack-lindsay
585,Bringing Franklin Up to Date : The Film of ‘My Brilliant Career’,Jack Clancy,9.3,bringing-franklin-up-to-jack-clancy-9-3.pdf,1980-05-01,bringing-franklin-up-to-date-the-film-of-my-brilliant-career,essay,https://www.australianliterarystudies.com.au/articles/bringing-franklin-up-to-date-the-film-of-my-brilliant-career
586,Martin Boyd as ‘Walter Beckett’,Brenda Niall,8.3,martin-boyd-as-walter-brenda-niall-8-3.pdf,1978-05-01,martin-boyd-as-walter-beckett,essay,https://www.australianliterarystudies.com.au/articles/martin-boyd-as-walter-beckett
587,‘The Orange Tree’ and the Limitations of Poetry,Cliff Hanna,8.3,the-orange-tree-and-cliff-hanna-8-3.pdf,1978-05-01,the-orange-tree-and-the-limitations-of-poetry,essay,https://www.australianliterarystudies.com.au/articles/the-orange-tree-and-the-limitations-of-poetry
588,Review by Alan Lawson,Alan Lawson,8.3,review-by-alan-lawson-8-3.pdf,1978-05-01,review-by-alan-lawson,review,https://www.australianliterarystudies.com.au/articles/review-by-alan-lawson
589,"Opening Address, English Conference, Macquarie University",Judith Wright,8.3,opening-address-english-conference-judith-wright-8-3.pdf,1978-05-01,opening-address-english-conference-macquarie-university,essay,https://www.australianliterarystudies.com.au/articles/opening-address-english-conference-macquarie-university
590,The Lemurian Nineties,J. J. Healy,8.3,the-lemurian-nineties-j-j-healy-8-3.pdf,1978-05-01,the-lemurian-nineties,essay,https://www.australianliterarystudies.com.au/articles/the-lemurian-nineties
591,Review by John Colmer,John Colmer,8.3,review-by-john-colmer-8-3.pdf,1978-05-01,review-by-john-colmer12345,review,https://www.australianliterarystudies.com.au/articles/review-by-john-colmer12345
592,Annual Bibliography of Studies in Australian Literature : 1977,"Nancy Bonnin, Marianne Ehrhardt, Glenda Waller",8.3,annual-bibliography-of-studies-8-3.pdf,1978-05-01,annual-bibliography-of-studies-in-australian-literature-1977,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-1977
593,‘The Time Is Not Yet Ripe’ and Contemporary Attitudes to Politics,Van Ikin,8.3,the-time-is-not-van-ikin-8-3.pdf,1978-05-01,the-time-is-not-yet-ripe-and-contemporary-attitudes-to-politics,essay,https://www.australianliterarystudies.com.au/articles/the-time-is-not-yet-ripe-and-contemporary-attitudes-to-politics
